FIELDDESCRIPTION,,,Check Enabled,Check Enabled,Special Checks (NCCT),,,Watchlist/Searchlist usage,,,
528,98a,(see qualifier description),X,X,X,0,0,2,2,0,2
528,16R,Start of Block,X,X,0,0,0,2,2,0,0
528,22F,Linkage Type Indicator,X,X,0,0,0,2,2,0,0
528,13a,Linked Message,X,X,X,0,0,2,2,0,2
528,20C,(see qualifier description),X,X,0,0,0,2,2,0,0
528,16S,End of Block,X,X,0,0,0,2,2,0,0
528,16S,End of Block,X,X,0,0,0,2,2,0,0
528,16R,Start of Block,X,X,0,0,0,2,2,0,0
528,98a,(see qualifier description),X,X,X,0,0,2,2,0,2
528,90a,Deal Price,X,X,X,0,0,2,2,0,2
528,99A,(see qualifier description),X,X,X,0,0,2,2,0,2
528,94B,Place of Trade,X,X,0,0,0,2,2,0,0
528,19A,Settlement Amount,X,X,X,0,0,2,2,0,2
528,22a,(see qualifier description),X,X,X,0,0,2,2,0,2
528,11A,(see qualifier description),X,X,X,0,0,2,2,0,2
528,16R,Start of Block,X,X,0,0,0,2,2,0,0
528,95a,(see qualifier description),X,X,X,0,0,2,2,0,2
528,97a,(see qualifier description),X,X,X,0,0,2,2,0,2
528,98a,Processing Date/Time,X,X,X,0,0,2,2,0,2
528,20C,Processing Reference,X,X,0,0,0,2,2,0,0
528,70a,(see qualifier description),X,X,X,0,0,2,2,0,2
528,22F,Party Capacity Indicator,X,X,0,0,0,2,2,0,0
528,16S,End of Block,X,X,0,0,0,2,2,0,0
528,36B,Quantity of Financial Instrument to be Settled,X,X,0,0,0,2,2,0,0
528,35B,Identification of the Financial Instrument,X,X,0,0,0,2,2,0,0
528,16R,Start of Block,X,X,0,0,0,2,2,0,0
528,94B,Place of Listing,X,X,0,0,0,2,2,0,0
528,22F,(see qualifier description),X,X,0,0,0,2,2,0,0
528,12a,(see qualifier description),X,X,X,0,0,2,2,0,2
528,11A,Currency of Denomination,X,X,X,0,0,2,2,0,2
528,98A,(see qualifier description),X,X,X,0,0,2,2,0,2
528,92A,(see qualifier description),X,X,X,0,0,2,2,0,2
528,13a,(see qualifier description),X,X,X,0,0,2,2,0,2
528,17B,(see qualifier description),X,X,0,0,0,2,2,0,0
528,90a,(see qualifier description),X,X,X,0,0,2,2,0,2
528,36B,(see qualifier description),X,X,0,0,0,2,2,0,0
528,35B,Identification of the Financial Instrument,X,X,0,0,0,2,2,0,0
528,70E,Financial Instrument Attribute Narrative,X,X,0,0,0,2,2,0,0
528,16S,End of Block,X,X,0,0,0,2,2,0,0
528,13B,Certificate Number,X,X,0,0,0,2,2,0,0
528,70E,Trade Instruction Processing Narrative,X,X,0,0,0,2,2,0,0
528,16S,End of Block,X,X,0,0,0,2,2,0,0
528,16R,Start of Block,X,X,0,0,0,2,2,0,0
528,22F,(see qualifier description),X,X,0,0,0,2,2,0,0
528,94a,Place of Safekeeping,X,X,X,0,0,2,2,0,2
528,16R,Start of Block,X,X,0,0,0,2,2,0,0
528,95a,(see qualifier description),X,X,X,0,0,2,2,0,2
528,97a,Safekeeping Account,X,X,X,0,0,2,2,0,2
528,98a,Processing Date/Time,X,X,X,0,0,2,2,0,2
528,20C,Processing Reference,X,X,0,0,0,2,2,0,0
528,70a,(see qualifier description),X,X,X,0,0,2,2,0,2
528,16S,End of Block,X,X,0,0,0,2,2,0,0
528,16R,Start of Block,X,X,0,0,0,2,2,0,0
528,95a,(see qualifier description),X,X,X,0,0,2,2,0,2
528,97A,(see qualifier description),X,X,X,0,0,2,2,0,2
528,70a,(see qualifier description),X,X,X,0,0,2,2,0,2
528,16S,End of Block,X,X,0,0,0,2,2,0,0
528,16R,Start of Block,X,X,0,0,0,2,2,0,0
528,17B,(see qualifier description),X,X,0,0,0,2,2,0,0
528,19A,(see qualifier description),X,X,X,0,0,2,2,0,2
528,92B,Exchange Rate,X,X,0,0,0,2,2,0,0
528,16S,End of Block,X,X,0,0,0,2,2,0,0
528,16S,End of Block,X,X,0,0,0,2,2,0,0
528,16R,Start of Block,X,X,0,0,0,2,2,0,0
528,95a,(see qualifier description),X,X,X,0,0,2,2,0,2
528,97a,(see qualifier description),X,X,X,0,0,2,2,0,2
528,70a,(see qualifier description),X,X,X,0,0,2,2,0,2
528,20C,Processing Reference,X,X,0,0,0,2,2,0,0
528,16S,End of Block,X,X,0,0,0,2,2,0,0
528,16R,Start of Block,X,X,0,0,0,2,2,0,0
528,98a,(see qualifier description),X,X,X,0,0,2,2,0,2
528,22F,(see qualifier description),X,X,0,0,0,2,2,0,0
528,20C,(see qualifier description),X,X,0,0,0,2,2,0,0
528,92a,(see qualifier description),X,X,X,0,0,2,2,0,2
528,99B,(see qualifier description),X,X,0,0,0,2,2,0,0
528,19A,(see qualifier description),X,X,X,0,0,2,2,0,2
528,70C,Second Leg Narrative,X,X,0,0,0,2,2,0,0
528,16S,End of Block,X,X,0,0,0,2,2,0,0
529,16R,Start of Block,X,X,0,0,0,2,2,0,0
529,20C,Sender's Message Reference,X,X,0,0,0,2,2,0,0
529,23G,Function of the Message,X,X,0,0,0,2,2,0,0
529,22F,Trade Transaction Type,X,X,0,0,0,2,2,0,0
529,25D,Matching Status,X,X,0,0,0,2,2,0,0
529,98a,(see qualifier description),X,X,X,0,0,2,2,0,2
529,16R,Start of Block,X,X,0,0,0,2,2,0,0
529,22F,Linkage Type Indicator,X,X,0,0,0,2,2,0,0
529,13a,Linked Message,X,X,X,0,0,2,2,0,2
529,20C,(see qualifier description),X,X,0,0,0,2,2,0,0
529,16S,End of Block,X,X,0,0,0,2,2,0,0
529,16S,End of Block,X,X,0,0,0,2,2,0,0
529,16R,Start of Block,X,X,0,0,0,2,2,0,0
529,98a,(see qualifier description),X,X,X,0,0,2,2,0,2
529,90a,Deal Price,X,X,X,0,0,2,2,0,2
529,99A,(see qualifier description),X,X,X,0,0,2,2,0,2
529,94B,Place of Trade,X,X,0,0,0,2,2,0,0
529,19A,Settlement Amount,X,X,X,0,0,2,2,0,2
529,22a,(see qualifier description),X,X,X,0,0,2,2,0,2
529,11A,(see qualifier description),X,X,X,0,0,2,2,0,2
529,16R,Start of Block,X,X,0,0,0,2,2,0,0
529,95a,(see qualifier description),X,X,X,0,0,2,2,0,2
529,97a,(see qualifier description),X,X,X,0,0,2,2,0,2
529,98a,Processing Date/Time,X,X,X,0,0,2,2,0,2
529,20C,Processing Reference,X,X,0,0,0,2,2,0,0
529,70a,(see qualifier description),X,X,X,0,0,2,2,0,2
529,22F,Party Capacity Indicator,X,X,0,0,0,2,2,0,0
529,16S,End of Block,X,X,0,0,0,2,2,0,0
529,36B,Quantity of Financial Instrument to be Settled,X,X,0,0,0,2,2,0,0
529,35B,Identification of the Financial Instrument,X,X,0,0,0,2,2,0,0
529,16R,Start of Block,X,X,0,0,0,2,2,0,0
529,94B,Place of Listing,X,X,0,0,0,2,2,0,0
529,22F,(see qualifier description),X,X,0,0,0,2,2,0,0
529,12a,(see qualifier description),X,X,X,0,0,2,2,0,2
529,11A,Currency of Denomination,X,X,X,0,0,2,2,0,2
529,98A,(see qualifier description),X,X,X,0,0,2,2,0,2
529,92A,(see qualifier description),X,X,X,0,0,2,2,0,2
529,13a,(see qualifier description),X,X,X,0,0,2,2,0,2
529,17B,(see qualifier description),X,X,0,0,0,2,2,0,0
529,90a,(see qualifier description),X,X,X,0,0,2,2,0,2
529,36B,(see qualifier description),X,X,0,0,0,2,2,0,0
529,35B,Identification of the Financial Instrument,X,X,0,0,0,2,2,0,0
529,70E,Financial Instrument Attribute Narrative,X,X,0,0,0,2,2,0,0
529,16S,End of Block,X,X,0,0,0,2,2,0,0
529,13B,Certificate Number,X,X,0,0,0,2,2,0,0
529,70E,Trade Instruction Processing Narrative,X,X,0,0,0,2,2,0,0
529,16S,End of Block,X,X,0,0,0,2,2,0,0
529,16R,Start of Block,X,X,0,0,0,2,2,0,0
529,22F,(see qualifier description),X,X,0,0,0,2,2,0,0
529,94a,Place of Safekeeping,X,X,X,0,0,2,2,0,2
529,16R,Start of Block,X,X,0,0,0,2,2,0,0
529,95a,(see qualifier description),X,X,X,0,0,2,2,0,2
529,97a,Safekeeping Account,X,X,X,0,0,2,2,0,2
529,98a,Processing Date/Time,X,X,X,0,0,2,2,0,2
529,20C,Processing Reference,X,X,0,0,0,2,2,0,0
529,70a,(see qualifier description),X,X,X,0,0,2,2,0,2
529,16S,End of Block,X,X,0,0,0,2,2,0,0
529,16R,Start of Block,X,X,0,0,0,2,2,0,0
529,95a,(see qualifier description),X,X,X,0,0,2,2,0,2
529,97A,(see qualifier description),X,X,X,0,0,2,2,0,2
529,70a,(see qualifier description),X,X,X,0,0,2,2,0,2
529,16S,End of Block,X,X,0,0,0,2,2,0,0
529,16R,Start of Block,X,X,0,0,0,2,2,0,0
529,17B,(see qualifier description),X,X,0,0,0,2,2,0,0
529,19A,(see qualifier description),X,X,X,0,0,2,2,0,2
529,92B,Exchange Rate,X,X,0,0,0,2,2,0,0
529,16S,End of Block,X,X,0,0,0,2,2,0,0
529,16S,End of Block,X,X,0,0,0,2,2,0,0
529,16R,Start of Block,X,X,0,0,0,2,2,0,0
529,95a,(see qualifier description),X,X,X,0,0,2,2,0,2
529,97a,(see qualifier description),X,X,X,0,0,2,2,0,2
529,70a,(see qualifier description),X,X,X,0,0,2,2,0,2
529,20C,Processing Reference,X,X,0,0,0,2,2,0,0
529,16S,End of Block,X,X,0,0,0,2,2,0,0
529,16R,Start of Block,X,X,0,0,0,2,2,0,0
529,98a,(see qualifier description),X,X,X,0,0,2,2,0,2
529,22F,(see qualifier description),X,X,0,0,0,2,2,0,0
529,20C,(see qualifier description),X,X,0,0,0,2,2,0,0
529,92a,(see qualifier description),X,X,X,0,0,2,2,0,2
529,99B,(see qualifier description),X,X,0,0,0,2,2,0,0
529,19A,(see qualifier description),X,X,X,0,0,2,2,0,2
529,70C,Second Leg Narrative,X,X,0,0,0,2,2,0,0
529,16S,End of Block,X,X,0,0,0,2,2,0,0
530,16R,Start of Block,X,X,0,0,0,2,2,0,0
530,20C,Sender's Message Reference,X,X,0,0,0,2,2,0,0
530,23G,Function of the Message,X,X,0,0,0,2,2,0,0
530,98a,Preparation Date/Time,X,X,X,0,0,2,2,0,2
530,95a,Account Owner,X,X,X,0,0,2,2,0,2
530,97a,Safekeeping Account,X,X,X,0,0,2,2,0,2
530,16S,End of Block,X,X,0,0,0,2,2,0,0
530,16R,Start of Block,X,X,0,0,0,2,2,0,0
530,20C,(see qualifier description),X,X,0,0,0,2,2,0,0
530,22F,(see qualifier description),X,X,0,0,0,2,2,0,0
530,16R,Start of Block,X,X,0,0,0,2,2,0,0
530,22F,Linkage Type Indicator,X,X,0,0,0,2,2,0,0
530,13a,Linked Message,X,X,X,0,0,2,2,0,2
530,20C,(see qualifier description),X,X,0,0,0,2,2,0,0
530,16S,End of Block,X,X,0,0,0,2,2,0,0
530,16S,End of Block,X,X,0,0,0,2,2,0,0
530,16R,Start of Block,X,X,0,0,0,2,2,0,0
530,12A,Classification Type,X,X,X,0,0,2,2,0,2
530,97a,Safekeeping Account,X,X,X,0,0,2,2,0,2
530,35B,Identification of the Financial Instrument,X,X,0,0,0,2,2,0,0
530,36B,Quantity of Financial Instrument to be Settled,X,X,0,0,0,2,2,0,0
530,98a,(see qualifier description),X,X,X,0,0,2,2,0,2
530,95a,(see qualifier description),X,X,X,0,0,2,2,0,2
530,16S,End of Block,X,X,0,0,0,2,2,0,0
535,16R,Start of Block,X,X,0,0,0,2,2,0,0
535,28E,Page Number/Continuation Indicator,X,X,0,0,0,2,2,0,0
535,13a,Statement Number,X,X,X,0,0,2,2,0,2
535,20C,Sender's Message Reference,X,X,0,0,0,2,2,0,0
535,23G,Function of the Message,X,X,0,0,0,2,2,0,0
535,98a,(see qualifier description),X,X,X,0,0,2,2,0,2
535,22F,(see qualifier description),X,X,0,0,0,2,2,0,0
535,16R,Start of Block,X,X,0,0,0,2,2,0,0
535,13a,Linked Message,X,X,X,0,0,2,2,0,2
535,20C,(see qualifier description),X,X,0,0,0,2,2,0,0
535,16S,End of Block,X,X,0,0,0,2,2,0,0
535,95a,Account Owner,X,X,X,0,0,2,2,0,2
535,97a,Safekeeping Account,X,X,X,0,0,2,2,0,2
535,17B,(see qualifier description),X,X,0,0,0,2,2,0,0
535,16S,End of Block,X,X,0,0,0,2,2,0,0
535,16R,Start of Block,X,X,0,0,0,2,2,0,0
535,95a,Account Owner,X,X,X,0,0,2,2,0,2
535,97a,Safekeeping Account,X,X,X,0,0,2,2,0,2
535,94a,Place of Safekeeping,X,X,X,0,0,2,2,0,2
535,17B,Activity Flag,X,X,0,0,0,2,2,0,0
535,16R,Start of Block,X,X,0,0,0,2,2,0,0
535,35B,Identification of the Financial Instrument,X,X,0,0,0,2,2,0,0
535,16R,Start of Block,X,X,0,0,0,2,2,0,0
535,94a,(see qualifier description),X,X,X,0,0,2,2,0,2
535,22F,(see qualifier description),X,X,0,0,0,2,2,0,0
535,12a,(see qualifier description),X,X,X,0,0,2,2,0,2
535,11A,Currency of Denomination,X,X,X,0,0,2,2,0,2
535,98A,(see qualifier description),X,X,X,0,0,2,2,0,2
535,92A,(see qualifier description),X,X,X,0,0,2,2,0,2
535,13a,(see qualifier description),X,X,X,0,0,2,2,0,2
535,17B,(see qualifier description),X,X,0,0,0,2,2,0,0
535,90a,(see qualifier description),X,X,X,0,0,2,2,0,2
535,36B,(see qualifier description),X,X,0,0,0,2,2,0,0
535,35B,Identification of the Financial Instrument,X,X,0,0,0,2,2,0,0
535,70E,Financial Instrument Attribute Narrative,X,X,0,0,0,2,2,0,0
535,16S,End of Block,X,X,0,0,0,2,2,0,0
535,22H,Corporate Action Option Code Indicator,X,X,0,0,0,2,2,0,0
535,90a,(see qualifier description),X,X,X,0,0,2,2,0,2
535,94B,Source of Price,X,X,0,0,0,2,2,0,0
535,98a,Price Quotation Date/Time,X,X,X,0,0,2,2,0,2
535,93B,(see qualifier description),X,X,0,0,0,2,2,0,0
535,16R,Start of Block,X,X,0,0,0,2,2,0,0
535,93a,(see qualifier description),X,X,X,0,0,2,2,0,2
535,94a,(see qualifier description),X,X,X,0,0,2,2,0,2
535,90a,(see qualifier description),X,X,X,0,0,2,2,0,2
535,98a,Price Quotation Date/Time,X,X,X,0,0,2,2,0,2
535,99A,Number of Days Accrued,X,X,X,0,0,2,2,0,2
535,19A,(see qualifier description),X,X,X,0,0,2,2,0,2
535,92B,Exchange Rate,X,X,0,0,0,2,2,0,0
535,70C,Sub-Balance Details Narrative,X,X,0,0,0,2,2,0,0
535,16S,End of Block,X,X,0,0,0,2,2,0,0
535,99A,Number of Days Accrued,X,X,X,0,0,2,2,0,2
535,19A,(see qualifier description),X,X,X,0,0,2,2,0,2
535,92B,Exchange Rate,X,X,0,0,0,2,2,0,0
535,70E,Holdings Narrative,X,X,0,0,0,2,2,0,0
535,16S,End of Block,X,X,0,0,0,2,2,0,0
535,16S,End of Block,X,X,0,0,0,2,2,0,0
535,16R,Start of Block,X,X,0,0,0,2,2,0,0
535,95a,(see qualifier description),X,X,X,0,0,2,2,0,2
535,19A,(see qualifier description),X,X,X,0,0,2,2,0,2
535,16S,End of Block,X,X,0,0,0,2,2,0,0
536,16R,Start of Block,X,X,0,0,0,2,2,0,0
536,28E,Page Number/Continuation Indicator,X,X,0,0,0,2,2,0,0
536,13a,Statement Number,X,X,X,0,0,2,2,0,2
536,20C,Sender's Message Reference,X,X,0,0,0,2,2,0,0
536,23G,Function of the Message,X,X,0,0,0,2,2,0,0
536,98a,Preparation Date/Time,X,X,X,0,0,2,2,0,2
536,69a,Statement Period,X,X,X,0,0,2,2,0,2
536,22F,(see qualifier description),X,X,0,0,0,2,2,0,0
536,16R,Start of Block,X,X,0,0,0,2,2,0,0
536,13a,Linked Message,X,X,X,0,0,2,2,0,2
536,20C,(see qualifier description),X,X,0,0,0,2,2,0,0
536,16S,End of Block,X,X,0,0,0,2,2,0,0
536,95a,Account Owner,X,X,X,0,0,2,2,0,2
536,97a,Safekeeping Account,X,X,X,0,0,2,2,0,2
536,17B,(see qualifier description),X,X,0,0,0,2,2,0,0
536,16S,End of Block,X,X,0,0,0,2,2,0,0
536,16R,Start of Block,X,X,0,0,0,2,2,0,0
536,95a,Account Owner,X,X,X,0,0,2,2,0,2
536,97a,Safekeeping Account,X,X,X,0,0,2,2,0,2
536,17B,Activity Flag,X,X,0,0,0,2,2,0,0
536,16R,Start of Block,X,X,0,0,0,2,2,0,0
536,35B,Identification of the Financial Instrument,X,X,0,0,0,2,2,0,0
536,90a,(see qualifier description),X,X,X,0,0,2,2,0,2
536,94B,Source of Price,X,X,0,0,0,2,2,0,0
536,98a,Price Quotation Date/Time,X,X,X,0,0,2,2,0,2
536,93B,(see qualifier description),X,X,0,0,0,2,2,0,0
536,16R,Start of Block,X,X,0,0,0,2,2,0,0
536,16R,Start of Block,X,X,0,0,0,2,2,0,0
536,13a,Linked Message,X,X,X,0,0,2,2,0,2
536,20C,(see qualifier description),X,X,0,0,0,2,2,0,0
536,16S,End of Block,X,X,0,0,0,2,2,0,0
536,16R,Start of Block,X,X,0,0,0,2,2,0,0
536,94a,(see qualifier description),X,X,X,0,0,2,2,0,2
536,36B,Posting Quantity,X,X,0,0,0,2,2,0,0
536,99A,Number of Days Accrued,X,X,X,0,0,2,2,0,2
536,19A,(see qualifier description),X,X,X,0,0,2,2,0,2
536,22a,(see qualifier description),X,X,X,0,0,2,2,0,2
536,98a,(see qualifier description),X,X,X,0,0,2,2,0,2
536,25D,Movement Status,X,X,0,0,0,2,2,0,0
536,70E,Transaction Details Narrative,X,X,0,0,0,2,2,0,0
536,16R,Start of Block,X,X,0,0,0,2,2,0,0
536,95a,(see qualifier description),X,X,X,0,0,2,2,0,2
536,97a,Safekeeping Account,X,X,X,0,0,2,2,0,2
536,20C,Processing Reference,X,X,0,0,0,2,2,0,0
536,16S,End of Block,X,X,0,0,0,2,2,0,0
536,16S,End of Block,X,X,0,0,0,2,2,0,0
536,16S,End of Block,X,X,0,0,0,2,2,0,0
536,16S,End of Block,X,X,0,0,0,2,2,0,0
536,16S,End of Block,X,X,0,0,0,2,2,0,0
536,16R,Start of Block,X,X,0,0,0,2,2,0,0
536,95a,(see qualifier description),X,X,X,0,0,2,2,0,2
536,16S,End of Block,X,X,0,0,0,2,2,0,0
537,16R,Start of Block,X,X,0,0,0,2,2,0,0
537,28E,Page Number/Continuation Indicator,X,X,0,0,0,2,2,0,0
537,13a,Statement Number,X,X,X,0,0,2,2,0,2
537,20C,Sender's Message Reference,X,X,0,0,0,2,2,0,0
537,23G,Function of the Message,X,X,0,0,0,2,2,0,0
537,98a,(see qualifier description),X,X,X,0,0,2,2,0,2
537,22a,(see qualifier description),X,X,X,0,0,2,2,0,2
537,16R,Start of Block,X,X,0,0,0,2,2,0,0
537,13a,Linked Message,X,X,X,0,0,2,2,0,2
537,20C,(see qualifier description),X,X,0,0,0,2,2,0,0
537,16S,End of Block,X,X,0,0,0,2,2,0,0
537,95a,Account Owner,X,X,X,0,0,2,2,0,2
537,97a,Safekeeping Account,X,X,X,0,0,2,2,0,2
537,17B,Activity Flag,X,X,0,0,0,2,2,0,0
537,16S,End of Block,X,X,0,0,0,2,2,0,0
537,16R,Start of Block,X,X,0,0,0,2,2,0,0
537,25D,(see qualifier description),X,X,0,0,0,2,2,0,0
537,16R,Start of Block,X,X,0,0,0,2,2,0,0
537,24B,(see qualifier description),X,X,0,0,0,2,2,0,0
537,70D,Reason Narrative,X,X,0,0,0,2,2,0,0
537,16S,End of Block,X,X,0,0,0,2,2,0,0
537,16R,Start of Block,X,X,0,0,0,2,2,0,0
537,16R,Start of Block,X,X,0,0,0,2,2,0,0
537,13a,Linked Message,X,X,X,0,0,2,2,0,2
537,20C,(see qualifier description),X,X,0,0,0,2,2,0,0
537,16S,End of Block,X,X,0,0,0,2,2,0,0
537,16R,Start of Block,X,X,0,0,0,2,2,0,0
537,94a,(see qualifier description),X,X,X,0,0,2,2,0,2
537,35B,Identification of the Financial Instrument,X,X,0,0,0,2,2,0,0
537,36B,Posting Quantity,X,X,0,0,0,2,2,0,0
537,19A,(see qualifier description),X,X,X,0,0,2,2,0,2
537,22a,(see qualifier description),X,X,X,0,0,2,2,0,2
537,98a,(see qualifier description),X,X,X,0,0,2,2,0,2
537,70E,Transaction Details Narrative,X,X,0,0,0,2,2,0,0
537,16R,Start of Block,X,X,0,0,0,2,2,0,0
537,95a,(see qualifier description),X,X,X,0,0,2,2,0,2
537,97a,Safekeeping Account,X,X,X,0,0,2,2,0,2
537,20C,Processing Reference,X,X,0,0,0,2,2,0,0
537,16S,End of Block,X,X,0,0,0,2,2,0,0
537,16S,End of Block,X,X,0,0,0,2,2,0,0
537,16S,End of Block,X,X,0,0,0,2,2,0,0
537,16S,End of Block,X,X,0,0,0,2,2,0,0
537,16R,Start of Block,X,X,0,0,0,2,2,0,0
537,16R,Start of Block,X,X,0,0,0,2,2,0,0
537,13a,Linked Message,X,X,X,0,0,2,2,0,2
537,20C,(see qualifier description),X,X,0,0,0,2,2,0,0
537,16S,End of Block,X,X,0,0,0,2,2,0,0
537,16R,Start of Block,X,X,0,0,0,2,2,0,0
537,94a,(see qualifier description),X,X,X,0,0,2,2,0,2
537,35B,Identification of the Financial Instrument,X,X,0,0,0,2,2,0,0
537,36B,Posting Quantity,X,X,0,0,0,2,2,0,0
537,19A,(see qualifier description),X,X,X,0,0,2,2,0,2
537,22a,(see qualifier description),X,X,X,0,0,2,2,0,2
537,98a,(see qualifier description),X,X,X,0,0,2,2,0,2
537,70E,Transaction Details Narrative,X,X,0,0,0,2,2,0,0
537,16R,Start of Block,X,X,0,0,0,2,2,0,0
537,95a,(see qualifier description),X,X,X,0,0,2,2,0,2
537,97a,Safekeeping Account,X,X,X,0,0,2,2,0,2
537,20C,Processing Reference,X,X,0,0,0,2,2,0,0
537,16S,End of Block,X,X,0,0,0,2,2,0,0
537,16S,End of Block,X,X,0,0,0,2,2,0,0
537,16R,Start of Block,X,X,0,0,0,2,2,0,0
537,25D,(see qualifier description),X,X,0,0,0,2,2,0,0
537,16R,Start of Block,X,X,0,0,0,2,2,0,0
537,24B,(see qualifier description),X,X,0,0,0,2,2,0,0
537,70D,Reason Narrative,X,X,0,0,0,2,2,0,0
537,16S,End of Block,X,X,0,0,0,2,2,0,0
537,16S,End of Block,X,X,0,0,0,2,2,0,0
537,16S,End of Block,X,X,0,0,0,2,2,0,0
537,16R,Start of Block,X,X,0,0,0,2,2,0,0
537,95a,(see qualifier description),X,X,X,0,0,2,2,0,2
537,16S,End of Block,X,X,0,0,0,2,2,0,0
538,16R,Start of Block,X,X,0,0,0,2,2,0,0
538,28E,Page Number/Continuation Indicator,X,X,0,0,0,2,2,0,0
538,13a,Statement Number,X,X,X,0,0,2,2,0,2
538,20C,Sender's Message Reference,X,X,0,0,0,2,2,0,0
538,23G,Function of the Message,X,X,0,0,0,2,2,0,0
538,98a,Preparation Date/Time,X,X,X,0,0,2,2,0,2
538,69a,Statement Period,X,X,X,0,0,2,2,0,2
538,22F,(see qualifier description),X,X,0,0,0,2,2,0,0
538,16R,Start of Block,X,X,0,0,0,2,2,0,0
538,13a,Linked Message,X,X,X,0,0,2,2,0,2
538,20C,(see qualifier description),X,X,0,0,0,2,2,0,0
538,16S,End of Block,X,X,0,0,0,2,2,0,0
538,95a,Account Owner,X,X,X,0,0,2,2,0,2
538,97a,Safekeeping Account,X,X,X,0,0,2,2,0,2
538,17B,Activity Flag,X,X,0,0,0,2,2,0,0
538,16S,End of Block,X,X,0,0,0,2,2,0,0
538,16R,Start of Block,X,X,0,0,0,2,2,0,0
538,35B,Identification of the Financial Instrument,X,X,0,0,0,2,2,0,0
538,16R,Start of Block,X,X,0,0,0,2,2,0,0
538,94B,Place of Listing,X,X,0,0,0,2,2,0,0
538,22F,(see qualifier description),X,X,0,0,0,2,2,0,0
538,12a,(see qualifier description),X,X,X,0,0,2,2,0,2
538,11A,Currency of Denomination,X,X,X,0,0,2,2,0,2
538,98A,(see qualifier description),X,X,X,0,0,2,2,0,2
538,92A,(see qualifier description),X,X,X,0,0,2,2,0,2
538,13a,(see qualifier description),X,X,X,0,0,2,2,0,2
538,17B,(see qualifier description),X,X,0,0,0,2,2,0,0
538,90a,(see qualifier description),X,X,X,0,0,2,2,0,2
538,36B,(see qualifier description),X,X,0,0,0,2,2,0,0
538,35B,Identification of the Financial Instrument,X,X,0,0,0,2,2,0,0
538,70E,Financial Instrument Attribute Narrative,X,X,0,0,0,2,2,0,0
538,16S,End of Block,X,X,0,0,0,2,2,0,0
538,16R,Start of Block,X,X,0,0,0,2,2,0,0
538,94a,Place of Safekeeping,X,X,X,0,0,2,2,0,2
538,93A,Balance From,X,X,X,0,0,2,2,0,2
538,16R,Start of Block,X,X,0,0,0,2,2,0,0
538,16R,Start of Block,X,X,0,0,0,2,2,0,0
538,13a,Linked Message,X,X,X,0,0,2,2,0,2
538,20C,(see qualifier description),X,X,0,0,0,2,2,0,0
538,16S,End of Block,X,X,0,0,0,2,2,0,0
538,36B,Quantity of Financial Instrument Settled,X,X,0,0,0,2,2,0,0
538,93A,Balance To,X,X,X,0,0,2,2,0,2
538,98a,(see qualifier description),X,X,X,0,0,2,2,0,2
538,22F,Corporate Action Event Indicator,X,X,0,0,0,2,2,0,0
538,70E,Settlement Instruction Processing Narrative,X,X,0,0,0,2,2,0,0
538,16S,End of Block,X,X,0,0,0,2,2,0,0
538,16S,End of Block,X,X,0,0,0,2,2,0,0
538,16S,End of Block,X,X,0,0,0,2,2,0,0
538,16R,Start of Block,X,X,0,0,0,2,2,0,0
538,95a,(see qualifier description),X,X,X,0,0,2,2,0,2
538,16S,End of Block,X,X,0,0,0,2,2,0,0
540,16R,Start of Block,X,X,0,0,0,2,2,0,0
540,20C,Sender's Message Reference,X,X,0,0,0,2,2,0,0
540,23G,Function of the Message,X,X,0,0,0,2,2,0,0
540,98a,Preparation Date/Time,X,X,X,0,0,2,2,0,2
540,99B,(see qualifier description),X,X,0,0,0,2,2,0,0
540,16R,Start of Block,X,X,0,0,0,2,2,0,0
540,22F,Linkage Type Indicator,X,X,0,0,0,2,2,0,0
540,13a,Linked Message,X,X,X,0,0,2,2,0,2
540,20C,(see qualifier description),X,X,0,0,0,2,2,0,0
540,36B,Quantity of Financial Instrument to be Paired-off,X,X,0,0,0,2,2,0,0
540,16S,End of Block,X,X,0,0,0,2,2,0,0
540,16S,End of Block,X,X,0,0,0,2,2,0,0
540,16R,Start of Block,X,X,0,0,0,2,2,0,0
540,94B,Place of Trade,X,X,0,0,0,2,2,0,0
540,98a,(see qualifier description),X,X,X,0,0,2,2,0,2
540,90a,Deal Price,X,X,X,0,0,2,2,0,2
540,99A,Number of Days Accrued,X,X,X,0,0,2,2,0,2
540,35B,Identification of the Financial Instrument,X,X,0,0,0,2,2,0,0
540,16R,Start of Block,X,X,0,0,0,2,2,0,0
540,94B,Place of Listing,X,X,0,0,0,2,2,0,0
540,22F,(see qualifier description),X,X,0,0,0,2,2,0,0
540,12a,(see qualifier description),X,X,X,0,0,2,2,0,2
540,11A,Currency of Denomination,X,X,X,0,0,2,2,0,2
540,98A,(see qualifier description),X,X,X,0,0,2,2,0,2
540,92A,(see qualifier description),X,X,X,0,0,2,2,0,2
540,13a,(see qualifier description),X,X,X,0,0,2,2,0,2
540,17B,(see qualifier description),X,X,0,0,0,2,2,0,0
540,90a,(see qualifier description),X,X,X,0,0,2,2,0,2
540,36B,(see qualifier description),X,X,0,0,0,2,2,0,0
540,35B,Identification of the Financial Instrument,X,X,0,0,0,2,2,0,0
540,70E,Financial Instrument Attribute Narrative,X,X,0,0,0,2,2,0,0
540,16S,End of Block,X,X,0,0,0,2,2,0,0
